normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
1.0,0.0,0.2,0.0588235294117647,0.52,0.0,0.5294117647058822,0.5714285714285714,0.09523809523809523,0.9230769230769231
0.0625,0.3076923076923077,0.2,0.0,0.24,1.0,0.7058823529411764,0.0,0.9523809523809523,0.8461538461538461
0.43750000000000006,0.6153846153846154,0.6,0.6470588235294117,0.68,1.0,0.8235294117647057,0.42857142857142855,0.6190476190476191,0.5384615384615384
0.25,0.38461538461538464,0.0,0.9411764705882352,0.96,1.0,0.0,0.7142857142857143,0.09523809523809523,0.6153846153846154
0.1875,0.8461538461538461,0.6,0.7058823529411764,0.52,0.0,0.3529411764705882,0.5714285714285714,0.5714285714285714,0.6923076923076923
0.9375,0.6538461538461539,0.4,0.0588235294117647,0.44,1.0,0.41176470588235287,0.0,0.38095238095238093,1.0
0.8125,1.0,0.4,0.3529411764705882,0.48,1.0,0.29411764705882354,0.42857142857142855,0.5238095238095238,0.23076923076923078
0.0625,0.4615384615384615,0.8,0.7647058823529411,0.72,1.0,0.5294117647058822,0.5714285714285714,0.7142857142857142,0.6923076923076923
0.0625,0.4615384615384615,1.0,0.8823529411764705,0.20000000000000004,1.0,0.5882352941176471,0.8571428571428571,0.3333333333333333,0.15384615384615385
0.75,0.5,0.8,0.4705882352941176,0.88,1.0,0.29411764705882354,0.8571428571428571,0.2857142857142857,0.5384615384615384
0.1875,0.6923076923076923,0.8,0.6470588235294117,0.84,0.0,0.0588235294117647,0.14285714285714285,1.0,0.8461538461538461
0.0625,0.8076923076923076,0.4,0.6470588235294117,0.28,1.0,0.2352941176470588,0.0,0.9523809523809523,0.7692307692307693
0.1875,0.7307692307692307,0.2,0.0,0.56,1.0,0.5882352941176471,0.42857142857142855,0.9523809523809523,0.46153846153846156
0.0625,0.7307692307692307,0.8,0.1176470588235294,0.08,0.0,0.7647058823529411,0.7142857142857143,0.8571428571428571,0.23076923076923078
0.0,0.38461538461538464,0.2,0.2352941176470588,0.16,1.0,0.3529411764705882,0.2857142857142857,0.3333333333333333,0.23076923076923078
0.8125,0.923076923076923,0.8,0.8823529411764705,0.8000000000000002,0.0,0.7058823529411764,0.8571428571428571,0.9047619047619048,0.07692307692307693
0.1875,0.4615384615384615,0.0,0.1176470588235294,0.04,0.0,0.5294117647058822,0.8571428571428571,0.19047619047619047,0.3076923076923077
0.25,0.038461538461538464,0.8,0.9411764705882352,0.64,1.0,1.0,0.14285714285714285,0.7142857142857142,0.15384615384615385
0.5,0.15384615384615385,0.8,1.0,0.0,1.0,0.0588235294117647,0.0,0.8571428571428571,0.9230769230769231
0.5,0.7307692307692307,1.0,0.1176470588235294,0.72,0.0,0.8823529411764703,0.14285714285714285,0.09523809523809523,0.6153846153846154
0.0625,0.8461538461538461,0.4,0.8823529411764705,0.20000000000000004,1.0,0.0588235294117647,0.7142857142857143,0.23809523809523808,0.3076923076923077
0.8125,0.8461538461538461,1.0,0.9411764705882352,0.4000000000000001,0.0,0.4705882352941176,1.0,0.14285714285714285,0.15384615384615385
0.125,0.6153846153846154,0.0,0.4117647058823529,0.20000000000000004,0.0,0.1176470588235294,0.8571428571428571,0.42857142857142855,0.5384615384615384
0.8750000000000001,0.5,0.2,0.7058823529411764,0.44,0.0,0.0,0.0,0.47619047619047616,0.38461538461538464
0.9375,0.4230769230769231,1.0,0.6470588235294117,0.8000000000000002,0.0,0.1764705882352941,0.2857142857142857,0.47619047619047616,0.8461538461538461
0.0,1.0,0.8,0.8235294117647058,0.64,0.0,0.5882352941176471,0.0,0.2857142857142857,0.3076923076923077
0.8750000000000001,0.3076923076923077,0.8,0.7647058823529411,0.68,1.0,0.7647058823529411,0.0,0.19047619047619047,0.5384615384615384
0.0625,1.0,0.2,0.0588235294117647,0.6,0.0,0.29411764705882354,0.2857142857142857,0.9047619047619048,0.23076923076923078
0.0625,0.5384615384615384,0.8,0.3529411764705882,0.84,0.0,1.0,1.0,0.9047619047619048,0.9230769230769231
0.1875,0.38461538461538464,0.8,0.5294117647058824,0.4000000000000001,1.0,0.1176470588235294,0.5714285714285714,0.9523809523809523,0.0
0.43750000000000006,0.038461538461538464,0.4,0.0,0.32,1.0,0.5882352941176471,0.5714285714285714,0.047619047619047616,0.23076923076923078
0.5,0.8461538461538461,0.2,0.5294117647058824,0.8000000000000002,0.0,0.9411764705882352,0.2857142857142857,0.5714285714285714,0.6923076923076923
0.6250000000000001,0.7307692307692307,0.6,0.5882352941176471,0.44,1.0,0.41176470588235287,0.42857142857142855,0.47619047619047616,0.5384615384615384
0.1875,0.6538461538461539,1.0,0.5882352941176471,0.04,1.0,0.0588235294117647,0.42857142857142855,0.7142857142857142,0.07692307692307693
0.8750000000000001,0.19230769230769232,0.4,0.7647058823529411,0.8000000000000002,0.0,0.0588235294117647,0.7142857142857143,0.14285714285714285,0.6923076923076923
0.0,0.11538461538461538,0.8,0.8235294117647058,0.52,1.0,0.0,1.0,0.7142857142857142,0.0
0.75,0.3076923076923077,0.8,0.1176470588235294,0.52,0.0,0.0588235294117647,0.2857142857142857,0.3333333333333333,0.6153846153846154
0.125,0.38461538461538464,0.2,0.5882352941176471,0.36,1.0,0.2352941176470588,1.0,0.14285714285714285,0.6153846153846154
0.8750000000000001,0.3076923076923077,0.0,0.0588235294117647,0.08,0.0,0.5294117647058822,0.2857142857142857,0.9523809523809523,0.6153846153846154
0.375,0.0,0.2,0.8235294117647058,0.32,0.0,0.8823529411764703,0.42857142857142855,0.5714285714285714,0.6923076923076923
0.9375,0.15384615384615385,1.0,0.7058823529411764,0.88,1.0,0.5294117647058822,0.14285714285714285,0.38095238095238093,0.3076923076923077
1.0,0.7307692307692307,1.0,0.9411764705882352,0.56,1.0,0.0,0.42857142857142855,0.9523809523809523,0.0
0.6875,0.38461538461538464,0.4,0.6470588235294117,0.20000000000000004,0.0,0.1764705882352941,0.5714285714285714,0.19047619047619047,0.46153846153846156
0.1875,0.9615384615384616,0.2,0.8235294117647058,0.04,0.0,1.0,0.2857142857142857,0.47619047619047616,0.6153846153846154
0.43750000000000006,0.8076923076923076,0.2,0.7058823529411764,0.52,0.0,0.8823529411764703,0.2857142857142857,0.38095238095238093,0.38461538461538464
0.31250000000000006,0.38461538461538464,1.0,0.7647058823529411,0.4000000000000001,0.0,0.8823529411764703,1.0,0.5714285714285714,1.0
1.0,0.19230769230769232,0.6,0.5294117647058824,0.8000000000000002,0.0,0.41176470588235287,0.2857142857142857,0.6190476190476191,0.23076923076923078
0.9375,0.0,0.2,0.9411764705882352,0.64,0.0,0.7647058823529411,1.0,0.6666666666666666,0.6923076923076923
0.0,0.4230769230769231,0.4,0.0588235294117647,0.56,1.0,0.0588235294117647,0.8571428571428571,0.9523809523809523,0.3076923076923077
0.5625,0.0,0.0,0.6470588235294117,0.12,1.0,0.4705882352941176,0.5714285714285714,0.5238095238095238,0.07692307692307693
0.9375,0.6923076923076923,0.4,0.7647058823529411,0.84,1.0,0.9411764705882352,0.8571428571428571,0.23809523809523808,0.0
0.6250000000000001,0.6538461538461539,0.0,0.29411764705882354,0.04,1.0,0.3529411764705882,0.0,0.047619047619047616,0.6153846153846154
0.43750000000000006,0.6538461538461539,0.4,0.1764705882352941,0.68,1.0,0.8823529411764703,0.2857142857142857,1.0,0.38461538461538464
0.9375,0.15384615384615385,0.0,0.4705882352941176,0.44,0.0,0.1176470588235294,0.42857142857142855,0.6190476190476191,0.46153846153846156
0.31250000000000006,0.4615384615384615,0.8,0.9411764705882352,0.44,0.0,0.5882352941176471,0.7142857142857143,0.6190476190476191,0.15384615384615385
0.0,0.923076923076923,0.4,0.5882352941176471,0.28,1.0,0.7647058823529411,0.5714285714285714,0.09523809523809523,0.15384615384615385
1.0,0.8846153846153848,0.2,0.2352941176470588,0.44,0.0,1.0,0.14285714285714285,0.19047619047619047,0.23076923076923078
0.31250000000000006,0.23076923076923075,0.8,0.2352941176470588,0.68,1.0,0.8235294117647057,0.0,0.14285714285714285,0.15384615384615385
0.31250000000000006,0.5,0.2,0.6470588235294117,1.0,1.0,1.0,0.14285714285714285,0.7619047619047619,0.15384615384615385
0.375,0.34615384615384615,0.2,0.4117647058823529,0.24,0.0,0.8235294117647057,1.0,0.2857142857142857,1.0
0.1875,1.0,0.4,0.0,0.8000000000000002,0.0,0.2352941176470588,0.0,0.6666666666666666,0.9230769230769231
0.9375,0.7307692307692307,0.0,0.0588235294117647,0.12,0.0,0.1176470588235294,0.2857142857142857,0.0,0.7692307692307693
0.5625,1.0,0.8,0.4117647058823529,0.8000000000000002,1.0,0.5882352941176471,0.14285714285714285,0.5238095238095238,0.46153846153846156
0.25,0.6923076923076923,0.2,1.0,0.20000000000000004,1.0,0.0588235294117647,0.42857142857142855,0.38095238095238093,0.0
0.43750000000000006,0.923076923076923,0.6,0.7058823529411764,0.12,1.0,0.5882352941176471,1.0,1.0,0.15384615384615385
0.25,0.6153846153846154,0.0,0.1764705882352941,0.52,1.0,0.4705882352941176,0.5714285714285714,0.9523809523809523,0.23076923076923078
0.1875,0.6923076923076923,0.4,0.8235294117647058,0.76,1.0,0.7647058823529411,0.2857142857142857,0.42857142857142855,0.46153846153846156
0.43750000000000006,0.3076923076923077,0.6,0.29411764705882354,0.28,0.0,0.3529411764705882,0.7142857142857143,0.19047619047619047,0.15384615384615385
0.8125,0.11538461538461538,0.0,0.9411764705882352,0.68,0.0,0.6470588235294117,1.0,0.5714285714285714,0.9230769230769231
0.375,0.6153846153846154,0.8,0.7647058823529411,0.56,0.0,0.1176470588235294,0.5714285714285714,0.2857142857142857,0.5384615384615384
0.25,0.23076923076923075,0.4,0.4117647058823529,0.6,1.0,0.5294117647058822,0.7142857142857143,0.0,1.0
0.5,0.0,0.2,0.0,0.64,0.0,0.9411764705882352,0.0,0.8571428571428571,0.07692307692307693
0.8750000000000001,0.34615384615384615,0.2,0.8823529411764705,0.0,1.0,0.7647058823529411,0.5714285714285714,0.38095238095238093,0.15384615384615385
0.25,0.4230769230769231,0.8,1.0,0.52,1.0,0.2352941176470588,0.42857142857142855,0.38095238095238093,0.7692307692307693
0.5625,0.7692307692307693,0.2,0.7058823529411764,0.84,1.0,0.7647058823529411,0.0,0.5714285714285714,0.0
0.1875,0.4615384615384615,0.6,0.0,0.9199999999999999,0.0,1.0,0.7142857142857143,0.38095238095238093,0.07692307692307693
1.0,0.38461538461538464,0.8,0.4705882352941176,0.64,0.0,0.2352941176470588,1.0,0.8571428571428571,0.8461538461538461
0.43750000000000006,1.0,0.2,0.1764705882352941,0.04,0.0,0.2352941176470588,0.5714285714285714,0.3333333333333333,0.15384615384615385
0.25,0.6923076923076923,0.2,1.0,0.52,1.0,0.9411764705882352,0.8571428571428571,0.42857142857142855,0.38461538461538464
0.125,0.6153846153846154,0.6,1.0,0.6,1.0,0.1176470588235294,0.5714285714285714,0.42857142857142855,0.23076923076923078
0.43750000000000006,0.5384615384615384,0.0,1.0,0.88,0.0,0.7647058823529411,0.14285714285714285,0.42857142857142855,0.6923076923076923
0.9375,0.38461538461538464,0.6,0.4705882352941176,0.8000000000000002,0.0,0.8235294117647057,0.0,0.42857142857142855,0.6923076923076923
0.6250000000000001,0.6923076923076923,0.0,0.5882352941176471,0.12,0.0,0.5882352941176471,0.0,0.23809523809523808,0.6153846153846154
0.5625,0.6538461538461539,0.4,0.4117647058823529,0.84,0.0,0.8235294117647057,0.42857142857142855,0.14285714285714285,1.0
0.125,0.8846153846153848,0.6,0.1764705882352941,0.24,1.0,0.29411764705882354,0.14285714285714285,0.6666666666666666,0.46153846153846156
0.1875,0.15384615384615385,1.0,0.8235294117647058,0.12,1.0,1.0,0.42857142857142855,0.9047619047619048,0.15384615384615385
1.0,0.6923076923076923,0.6,1.0,0.72,1.0,0.5882352941176471,0.7142857142857143,0.19047619047619047,0.6153846153846154
0.6875,0.576923076923077,0.6,0.7058823529411764,0.28,0.0,0.9411764705882352,0.5714285714285714,0.6190476190476191,0.3076923076923077
0.31250000000000006,0.23076923076923075,1.0,0.5882352941176471,0.32,0.0,0.2352941176470588,0.8571428571428571,0.47619047619047616,1.0
1.0,0.038461538461538464,0.2,0.8823529411764705,0.68,1.0,0.1176470588235294,0.5714285714285714,0.38095238095238093,0.15384615384615385
0.5,0.038461538461538464,0.0,0.7058823529411764,0.68,1.0,0.5882352941176471,0.7142857142857143,0.8095238095238095,0.3076923076923077
0.9375,0.23076923076923075,0.2,0.5294117647058824,0.68,0.0,0.0588235294117647,0.8571428571428571,0.7142857142857142,0.46153846153846156
0.9375,0.4230769230769231,0.2,0.7058823529411764,0.56,1.0,0.29411764705882354,0.14285714285714285,0.0,0.5384615384615384
0.5,0.19230769230769232,0.2,0.29411764705882354,0.12,0.0,0.6470588235294117,0.42857142857142855,0.9047619047619048,0.8461538461538461
0.8125,0.23076923076923075,0.2,0.7647058823529411,0.68,0.0,0.6470588235294117,0.7142857142857143,0.8095238095238095,0.6153846153846154
0.9375,0.38461538461538464,0.2,0.4117647058823529,0.76,0.0,0.4705882352941176,0.14285714285714285,0.8571428571428571,0.0
0.6875,0.4230769230769231,0.6,0.5882352941176471,0.76,0.0,0.5294117647058822,0.5714285714285714,0.42857142857142855,0.23076923076923078
0.0,0.8461538461538461,0.8,0.1764705882352941,0.6,1.0,0.29411764705882354,0.0,0.38095238095238093,0.3076923076923077
0.9375,0.6153846153846154,0.8,0.1764705882352941,0.52,1.0,0.1176470588235294,0.14285714285714285,0.7619047619047619,0.15384615384615385
1.0,0.4615384615384615,0.0,0.0588235294117647,0.56,1.0,0.0,0.7142857142857143,0.2857142857142857,0.6153846153846154
0.75,0.6538461538461539,0.4,0.4705882352941176,0.96,1.0,0.1176470588235294,0.5714285714285714,0.7142857142857142,0.38461538461538464
0.75,0.5,1.0,0.6470588235294117,0.12,1.0,0.6470588235294117,0.7142857142857143,0.9047619047619048,0.3076923076923077
0.375,0.576923076923077,0.8,0.5294117647058824,0.88,0.0,0.7647058823529411,0.5714285714285714,0.5714285714285714,0.23076923076923078
0.5625,0.6538461538461539,0.0,0.1764705882352941,0.28,0.0,0.29411764705882354,0.8571428571428571,0.8571428571428571,0.6153846153846154
0.125,0.038461538461538464,0.4,0.8823529411764705,0.20000000000000004,0.0,0.0588235294117647,0.0,0.7142857142857142,0.3076923076923077
0.8125,0.38461538461538464,0.0,0.7647058823529411,0.64,0.0,0.8823529411764703,0.8571428571428571,0.2857142857142857,0.6153846153846154
0.43750000000000006,0.576923076923077,0.6,0.9411764705882352,0.28,1.0,0.5882352941176471,1.0,0.8571428571428571,0.5384615384615384
1.0,0.8846153846153848,0.4,0.8235294117647058,0.64,0.0,0.5882352941176471,0.14285714285714285,0.38095238095238093,1.0
0.375,0.038461538461538464,0.8,0.0588235294117647,0.12,0.0,1.0,0.2857142857142857,0.047619047619047616,0.9230769230769231
0.0625,0.8461538461538461,0.4,0.4117647058823529,0.6,0.0,0.0588235294117647,0.2857142857142857,0.5238095238095238,0.15384615384615385
0.5,0.07692307692307693,0.6,0.9411764705882352,0.96,1.0,0.9411764705882352,0.7142857142857143,0.7619047619047619,0.38461538461538464
0.375,0.5,1.0,0.7647058823529411,0.56,1.0,0.9411764705882352,0.14285714285714285,0.47619047619047616,0.5384615384615384
0.8750000000000001,0.3076923076923077,0.6,0.8823529411764705,0.64,1.0,1.0,0.8571428571428571,0.0,0.0
0.8125,0.34615384615384615,0.4,0.9411764705882352,0.04,0.0,0.8235294117647057,0.7142857142857143,0.8571428571428571,0.9230769230769231
0.375,0.8846153846153848,0.0,0.0,0.96,1.0,0.41176470588235287,0.5714285714285714,0.38095238095238093,0.9230769230769231
0.25,0.8846153846153848,1.0,0.5882352941176471,0.48,0.0,1.0,0.0,0.0,0.15384615384615385
0.6250000000000001,0.19230769230769232,0.0,0.4705882352941176,0.76,1.0,0.4705882352941176,0.2857142857142857,0.3333333333333333,0.23076923076923078
0.125,0.19230769230769232,0.2,1.0,0.20000000000000004,0.0,0.0588235294117647,0.42857142857142855,0.2857142857142857,0.38461538461538464
0.6250000000000001,0.15384615384615385,1.0,0.2352941176470588,0.28,1.0,0.6470588235294117,0.0,1.0,0.6153846153846154
0.75,0.19230769230769232,0.8,0.3529411764705882,0.20000000000000004,1.0,1.0,0.8571428571428571,0.6190476190476191,0.7692307692307693
0.8125,0.038461538461538464,0.4,0.4117647058823529,0.0,0.0,0.4705882352941176,0.2857142857142857,0.9523809523809523,1.0
0.5,0.34615384615384615,0.2,0.1764705882352941,0.96,0.0,0.0,0.2857142857142857,0.09523809523809523,0.8461538461538461
0.43750000000000006,0.4230769230769231,0.4,0.2352941176470588,0.6,1.0,0.7647058823529411,0.7142857142857143,0.9047619047619048,0.46153846153846156
0.5625,0.2692307692307692,0.4,0.0588235294117647,0.44,0.0,0.8823529411764703,1.0,0.5714285714285714,0.15384615384615385
0.5625,0.8846153846153848,1.0,1.0,0.24,1.0,0.29411764705882354,0.14285714285714285,0.23809523809523808,0.3076923076923077
0.0625,0.11538461538461538,0.2,0.7647058823529411,0.68,0.0,0.8235294117647057,0.7142857142857143,0.38095238095238093,0.15384615384615385
0.375,1.0,0.4,0.4117647058823529,0.24,0.0,0.29411764705882354,1.0,0.5714285714285714,0.15384615384615385
0.9375,0.9615384615384616,0.8,0.4705882352941176,0.08,0.0,0.8823529411764703,1.0,0.47619047619047616,0.15384615384615385
0.43750000000000006,0.7692307692307693,1.0,0.4705882352941176,0.08,1.0,0.3529411764705882,0.42857142857142855,0.5238095238095238,0.15384615384615385
0.6875,0.8846153846153848,0.0,0.2352941176470588,0.52,1.0,0.3529411764705882,0.0,0.5238095238095238,0.6153846153846154
0.9375,0.5,0.2,0.1176470588235294,0.9199999999999999,0.0,0.8235294117647057,0.0,0.047619047619047616,0.8461538461538461
0.31250000000000006,0.6153846153846154,0.2,0.7647058823529411,0.64,0.0,0.1764705882352941,0.8571428571428571,0.38095238095238093,0.6153846153846154
0.125,0.6153846153846154,0.6,0.7647058823529411,0.48,0.0,0.2352941176470588,0.14285714285714285,0.7619047619047619,0.7692307692307693
0.6250000000000001,0.8076923076923076,1.0,1.0,0.32,0.0,0.3529411764705882,0.7142857142857143,0.47619047619047616,0.3076923076923077
1.0,0.4615384615384615,0.8,1.0,1.0,1.0,0.0588235294117647,0.7142857142857143,0.23809523809523808,0.8461538461538461
0.125,0.8846153846153848,0.2,0.0588235294117647,0.28,0.0,0.4705882352941176,0.2857142857142857,0.9523809523809523,0.3076923076923077
0.8750000000000001,0.7307692307692307,0.2,0.3529411764705882,0.88,0.0,0.3529411764705882,0.5714285714285714,0.047619047619047616,0.9230769230769231
0.8125,0.7307692307692307,0.4,0.3529411764705882,0.20000000000000004,1.0,0.1764705882352941,0.0,0.0,0.38461538461538464
0.6875,0.6538461538461539,0.8,0.4705882352941176,0.8000000000000002,0.0,0.1764705882352941,0.0,0.47619047619047616,0.9230769230769231
0.6875,0.038461538461538464,0.6,0.3529411764705882,0.12,1.0,0.5294117647058822,0.42857142857142855,0.38095238095238093,0.8461538461538461
0.6875,0.0,0.2,0.1176470588235294,0.24,1.0,0.5294117647058822,0.2857142857142857,0.42857142857142855,0.6923076923076923
0.125,0.6923076923076923,0.2,0.2352941176470588,0.96,0.0,0.41176470588235287,0.8571428571428571,0.6666666666666666,0.5384615384615384
0.5625,0.4615384615384615,1.0,0.0,0.68,1.0,1.0,0.0,0.8571428571428571,0.23076923076923078
0.5,0.6153846153846154,0.0,0.4117647058823529,0.24,0.0,0.8235294117647057,0.5714285714285714,0.14285714285714285,0.0
0.43750000000000006,0.5384615384615384,0.0,0.8823529411764705,0.56,1.0,0.5882352941176471,0.8571428571428571,0.6666666666666666,0.46153846153846156
0.125,0.8076923076923076,0.4,0.1764705882352941,0.36,1.0,0.5882352941176471,0.42857142857142855,0.9523809523809523,0.38461538461538464
0.0,1.0,0.4,0.5882352941176471,0.12,0.0,0.1176470588235294,0.14285714285714285,0.42857142857142855,0.5384615384615384
0.6875,0.5384615384615384,0.4,0.3529411764705882,0.64,0.0,0.29411764705882354,0.7142857142857143,0.6190476190476191,0.0
0.375,0.23076923076923075,0.4,0.1176470588235294,0.84,1.0,0.6470588235294117,0.42857142857142855,0.47619047619047616,0.07692307692307693
0.5625,0.9615384615384616,0.2,1.0,0.36,0.0,0.7058823529411764,1.0,0.9523809523809523,0.7692307692307693
0.6875,0.3076923076923077,0.0,0.7058823529411764,0.52,1.0,0.5882352941176471,0.0,0.42857142857142855,0.23076923076923078
0.6875,0.7307692307692307,0.4,0.3529411764705882,0.32,1.0,0.7058823529411764,0.0,0.8571428571428571,0.7692307692307693
0.125,0.0,0.4,0.7058823529411764,0.52,1.0,0.0,0.14285714285714285,0.47619047619047616,0.23076923076923078
0.9375,0.4615384615384615,0.2,0.1176470588235294,0.9199999999999999,1.0,0.0588235294117647,0.8571428571428571,0.5238095238095238,0.5384615384615384
0.5,0.2692307692307692,0.4,1.0,0.16,0.0,0.5882352941176471,1.0,0.5238095238095238,0.15384615384615385
0.0625,0.6923076923076923,1.0,0.1764705882352941,0.24,1.0,0.8823529411764703,0.8571428571428571,0.047619047619047616,0.6923076923076923
0.0625,0.6538461538461539,0.6,0.5294117647058824,0.44,0.0,0.41176470588235287,0.2857142857142857,0.23809523809523808,0.07692307692307693
0.8750000000000001,0.23076923076923075,0.8,0.9411764705882352,0.32,0.0,0.41176470588235287,1.0,0.9523809523809523,1.0
0.0625,0.3076923076923077,0.0,0.7058823529411764,0.0,0.0,0.7647058823529411,0.8571428571428571,0.42857142857142855,0.07692307692307693
0.5,0.7692307692307693,1.0,0.4705882352941176,0.20000000000000004,0.0,0.0588235294117647,0.2857142857142857,0.9523809523809523,0.23076923076923078
0.5,0.3076923076923077,0.4,0.7058823529411764,0.64,0.0,0.6470588235294117,0.14285714285714285,0.6666666666666666,0.8461538461538461
0.31250000000000006,0.0,1.0,0.0,0.36,0.0,0.6470588235294117,0.0,0.9047619047619048,0.9230769230769231
0.5625,0.923076923076923,0.6,0.2352941176470588,0.9199999999999999,0.0,0.7058823529411764,0.14285714285714285,0.23809523809523808,0.07692307692307693
0.25,0.3076923076923077,0.4,0.29411764705882354,0.12,0.0,0.5294117647058822,0.5714285714285714,1.0,0.0
0.5,0.5,1.0,1.0,0.52,0.0,0.1176470588235294,0.0,0.19047619047619047,0.3076923076923077
0.8125,0.6923076923076923,0.2,0.5882352941176471,0.12,1.0,0.1764705882352941,0.7142857142857143,0.7619047619047619,0.5384615384615384
0.375,0.576923076923077,1.0,0.9411764705882352,0.08,0.0,0.1176470588235294,0.42857142857142855,0.9523809523809523,0.0
0.25,0.34615384615384615,1.0,0.4117647058823529,0.36,0.0,0.7647058823529411,0.8571428571428571,0.38095238095238093,0.23076923076923078
0.8750000000000001,0.5384615384615384,0.2,0.9411764705882352,0.32,1.0,0.29411764705882354,0.8571428571428571,0.7142857142857142,0.8461538461538461
1.0,0.7692307692307693,1.0,0.5294117647058824,0.08,0.0,0.8235294117647057,0.14285714285714285,0.19047619047619047,0.6923076923076923
0.43750000000000006,1.0,0.2,0.29411764705882354,0.96,0.0,0.4705882352941176,0.8571428571428571,0.38095238095238093,0.38461538461538464
0.0625,0.9615384615384616,1.0,1.0,0.8000000000000002,0.0,0.29411764705882354,0.42857142857142855,0.7142857142857142,0.15384615384615385
0.8125,0.5384615384615384,0.8,0.1176470588235294,0.0,0.0,1.0,0.42857142857142855,0.7619047619047619,0.38461538461538464
0.0625,0.7307692307692307,0.4,0.5294117647058824,0.12,1.0,0.8823529411764703,0.0,0.14285714285714285,1.0
0.6250000000000001,0.11538461538461538,0.6,0.2352941176470588,0.48,0.0,0.6470588235294117,0.14285714285714285,0.23809523809523808,0.3076923076923077
0.0,0.6538461538461539,0.6,0.2352941176470588,0.88,0.0,0.0588235294117647,0.8571428571428571,0.6190476190476191,0.0
0.125,0.5384615384615384,0.4,0.9411764705882352,0.6,0.0,0.5882352941176471,0.0,0.47619047619047616,0.38461538461538464
0.31250000000000006,0.34615384615384615,0.8,0.29411764705882354,0.88,0.0,0.7058823529411764,0.2857142857142857,0.23809523809523808,0.9230769230769231
0.25,0.11538461538461538,1.0,0.7058823529411764,0.6,1.0,0.29411764705882354,1.0,0.5238095238095238,0.15384615384615385
0.5,0.576923076923077,0.8,0.3529411764705882,0.56,0.0,0.3529411764705882,0.0,0.9523809523809523,0.23076923076923078
0.125,0.07692307692307693,0.4,0.5882352941176471,0.68,1.0,0.5882352941176471,0.0,0.09523809523809523,0.38461538461538464
0.0,0.34615384615384615,0.2,0.9411764705882352,0.64,1.0,0.3529411764705882,0.2857142857142857,0.14285714285714285,0.5384615384615384
0.6875,0.23076923076923075,1.0,0.8823529411764705,0.9199999999999999,0.0,0.41176470588235287,0.2857142857142857,0.5238095238095238,0.15384615384615385
0.6250000000000001,0.11538461538461538,0.0,0.1176470588235294,0.04,0.0,0.1764705882352941,1.0,0.38095238095238093,0.15384615384615385
0.8125,0.15384615384615385,0.0,0.0588235294117647,0.36,0.0,0.5294117647058822,1.0,0.47619047619047616,0.3076923076923077
0.9375,0.7307692307692307,0.8,0.1764705882352941,0.44,1.0,0.3529411764705882,0.42857142857142855,0.3333333333333333,0.5384615384615384
0.43750000000000006,0.576923076923077,0.8,0.6470588235294117,0.32,0.0,0.7058823529411764,0.42857142857142855,0.3333333333333333,0.46153846153846156
0.8125,0.34615384615384615,0.8,0.7647058823529411,0.76,1.0,0.9411764705882352,0.8571428571428571,0.7142857142857142,1.0
0.0625,0.8076923076923076,0.8,0.5294117647058824,0.0,0.0,0.1764705882352941,0.7142857142857143,0.2857142857142857,1.0
0.31250000000000006,0.5384615384615384,0.0,0.5882352941176471,0.52,0.0,0.0588235294117647,0.14285714285714285,0.8571428571428571,0.3076923076923077
0.75,0.6538461538461539,0.2,0.29411764705882354,0.6,1.0,0.41176470588235287,0.2857142857142857,0.7619047619047619,0.7692307692307693
0.1875,0.5,0.2,0.5882352941176471,0.72,1.0,0.29411764705882354,1.0,0.047619047619047616,0.15384615384615385
0.43750000000000006,0.6923076923076923,1.0,0.3529411764705882,0.52,1.0,0.5882352941176471,0.5714285714285714,0.47619047619047616,0.6923076923076923
0.43750000000000006,0.11538461538461538,0.6,0.1764705882352941,0.68,0.0,0.6470588235294117,0.8571428571428571,0.7619047619047619,0.8461538461538461
0.8125,0.9615384615384616,0.4,0.4705882352941176,0.4000000000000001,0.0,0.0588235294117647,0.8571428571428571,0.0,0.6923076923076923
0.6875,0.11538461538461538,0.0,0.1176470588235294,0.48,0.0,0.0,0.2857142857142857,0.42857142857142855,0.07692307692307693
0.6250000000000001,0.6923076923076923,0.4,0.4705882352941176,0.52,0.0,0.5882352941176471,0.8571428571428571,0.14285714285714285,1.0
0.31250000000000006,0.38461538461538464,0.2,0.3529411764705882,0.64,0.0,0.2352941176470588,0.2857142857142857,0.047619047619047616,0.38461538461538464
0.6250000000000001,0.4230769230769231,1.0,0.8823529411764705,0.56,0.0,0.9411764705882352,0.8571428571428571,0.6666666666666666,0.3076923076923077
0.375,1.0,0.2,0.1176470588235294,0.72,1.0,0.3529411764705882,0.14285714285714285,0.7142857142857142,0.0
